"Date","Price","Open","High","Low","Vol.","Change %"
"02/18/2025","7.2786","7.2685","7.2827","7.2685","","0.22%"
"02/17/2025","7.2629","7.2480","7.2651","7.2442","","0.14%"
"02/14/2025","7.2530","7.2788","7.2901","7.2531","","-0.49%"
"02/13/2025","7.2888","7.3082","7.3084","7.2830","","-0.27%"
"02/12/2025","7.3088","7.3086","7.3098","7.3074","","0.02%"
"02/11/2025","7.3072","7.3085","7.3087","7.3040","","0.04%"
"02/10/2025","7.3045","7.3028","7.3088","7.3027","","0.22%"
"02/07/2025","7.2882","7.2878","7.2908","7.2827","","0.00%"
"02/06/2025","7.2883","7.2777","7.2936","7.2725","","0.22%"
"02/05/2025","7.2720","7.2779","7.2859","7.2677","","0.29%"
"02/04/2025","7.2507","7.2507","7.2507","7.2507","","0.00%"
"02/03/2025","7.2507","7.2507","7.2507","7.2507","","0.00%"
"01/31/2025","7.2507","7.2507","7.2507","7.2507","","0.00%"
"01/30/2025","7.2507","7.2507","7.2507","7.2507","","0.00%"
"01/29/2025","7.2507","7.2507","7.2507","7.2507","","0.00%"
"01/28/2025","7.2507","7.2507","7.2507","7.2507","","0.00%"
"01/27/2025","7.2507","7.2549","7.2676","7.2514","","0.09%"
"01/24/2025","7.2440","7.2885","7.2885","7.2376","","-0.60%"
"01/23/2025","7.2880","7.2732","7.2887","7.2721","","0.21%"
"01/22/2025","7.2728","7.2717","7.2832","7.2648","","0.02%"
"01/21/2025","7.2712","7.2716","7.2869","7.2648","","-0.41%"
"01/20/2025","7.3010","7.3228","7.3239","7.3018","","-0.33%"
"01/17/2025","7.3249","7.3308","7.3312","7.3239","","-0.09%"
"01/16/2025","7.3316","7.3310","7.3318","7.3306","","0.02%"
"01/15/2025","7.3304","7.3310","7.3320","7.3295","","-0.01%"
"01/14/2025","7.3311","7.3306","7.3313","7.3280","","-0.01%"
"01/13/2025","7.3319","7.3310","7.3321","7.3306","","-0.01%"
"01/10/2025","7.3326","7.3306","7.3328","7.3300","","0.01%"
"01/09/2025","7.3321","7.3307","7.3322","7.3296","","0.01%"
"01/08/2025","7.3316","7.3290","7.3318","7.3290","","0.07%"
"01/07/2025","7.3264","7.3275","7.3292","7.3222","","0.06%"
"01/06/2025","7.3223","7.3176","7.3299","7.3123","","0.03%"
"01/03/2025","7.3199","7.2989","7.3207","7.2989","","0.28%"
"01/02/2025","7.2994","7.2983","7.2994","7.2979","","0.00%"
"01/01/2025","7.2996","7.3001","7.3001","7.3001","","0.00%"
"12/31/2024","7.2993","7.2977","7.2996","7.2938","","0.00%"
"12/30/2024","7.2993","7.2977","7.2993","7.2973","","0.02%"
"12/27/2024","7.2980","7.2983","7.2993","7.2965","","0.00%"
"12/26/2024","7.2981","7.2978","7.2993","7.2978","","0.01%"
"12/25/2024","7.2975","7.2963","7.2993","7.2963","","0.04%"
"12/24/2024","7.2946","7.2984","7.2990","7.2952","","-0.05%"
"12/23/2024","7.2983","7.2923","7.2993","7.2923","","0.03%"
"12/20/2024","7.2961","7.2936","7.2994","7.2936","","-0.01%"
"12/19/2024","7.2965","7.2964","7.2994","7.2958","","0.14%"
"12/18/2024","7.2864","7.2835","7.2869","7.2811","","0.02%"
"12/17/2024","7.2846","7.2856","7.2870","7.2791","","0.01%"
"12/16/2024","7.2836","7.2744","7.2845","7.2727","","0.11%"
"12/13/2024","7.2756","7.2734","7.2822","7.2733","","0.10%"
"12/12/2024","7.2685","7.2588","7.2705","7.2573","","0.11%"
"12/11/2024","7.2605","7.2481","7.2730","7.2415","","0.14%"
"12/10/2024","7.2500","7.2599","7.2639","7.2386","","-0.14%"
"12/09/2024","7.2604","7.2735","7.2805","7.2607","","-0.13%"
"12/06/2024","7.2700","7.2624","7.2713","7.2527","","0.15%"
"12/05/2024","7.2592","7.2677","7.2754","7.2600","","-0.06%"
"12/04/2024","7.2632","7.2804","7.2829","7.2625","","-0.31%"
"12/03/2024","7.2858","7.2856","7.2972","7.2782","","0.20%"
"12/02/2024","7.2714","7.2528","7.2743","7.2528","","0.40%"
"11/29/2024","7.2423","7.2345","7.2439","7.2268","","-0.02%"
"11/28/2024","7.2440","7.2404","7.2532","7.2389","","-0.02%"
"11/27/2024","7.2458","7.2483","7.2584","7.2449","","-0.09%"
"11/26/2024","7.2520","7.2513","7.2593","7.2481","","0.17%"
"11/25/2024","7.2395","7.2389","7.2470","7.2380","","-0.08%"
"11/22/2024","7.2455","7.2459","7.2498","7.2443","","0.12%"
"11/21/2024","7.2368","7.2429","7.2434","7.2362","","-0.13%"
"11/20/2024","7.2459","7.2382","7.2469","7.2380","","0.10%"
"11/19/2024","7.2385","7.2316","7.2442","7.2301","","0.03%"
"11/18/2024","7.2364","7.2334","7.2456","7.2305","","0.08%"
"11/15/2024","7.2309","7.2350","7.2417","7.2260","","0.05%"
"11/14/2024","7.2272","7.2358","7.2467","7.2284","","0.04%"
"11/13/2024","7.2245","7.2227","7.2297","7.2061","","-0.10%"
"11/12/2024","7.2320","7.2196","7.2418","7.2180","","0.25%"
"11/11/2024","7.2139","7.1790","7.2150","7.1760","","0.49%"
"11/08/2024","7.1785","7.1526","7.1790","7.1403","","0.52%"
"11/07/2024","7.1412","7.1837","7.1870","7.1412","","-0.52%"
"11/06/2024","7.1782","7.1294","7.1796","7.1223","","1.03%"
"11/05/2024","7.1047","7.1086","7.1110","7.1015","","0.07%"
"11/04/2024","7.0995","7.1090","7.1153","7.0866","","-0.31%"
"11/01/2024","7.1214","7.1143","7.1274","7.1110","","0.05%"
"10/31/2024","7.1178","7.1199","7.1256","7.1142","","0.04%"
"10/30/2024","7.1150","7.1257","7.1367","7.1155","","-0.21%"
"10/29/2024","7.1301","7.1315","7.1431","7.1286","","0.07%"
"10/28/2024","7.1254","7.1332","7.1353","7.1255","","0.08%"
"10/25/2024","7.1199","7.1171","7.1274","7.1160","","0.01%"
"10/24/2024","7.1194","7.1221","7.1230","7.1107","","-0.08%"
"10/23/2024","7.1252","7.1309","7.1338","7.1248","","0.03%"
"10/22/2024","7.1230","7.1224","7.1255","7.1196","","0.06%"
"10/21/2024","7.1189","7.1041","7.1202","7.0985","","0.25%"
"10/18/2024","7.1015","7.1192","7.1256","7.1008","","-0.31%"
"10/17/2024","7.1236","7.1215","7.1277","7.1160","","0.06%"
"10/16/2024","7.1192","7.1224","7.1245","7.1118","","0.00%"
"10/15/2024","7.1194","7.0879","7.1215","7.0876","","0.46%"
"10/14/2024","7.0870","7.0795","7.0894","7.0737","","0.29%"
"10/11/2024","7.0666","7.0746","7.0785","7.0634","","-0.18%"
"10/10/2024","7.0790","7.0745","7.0817","7.0623","","-0.01%"
"10/09/2024","7.0800","7.0675","7.0821","7.0548","","0.29%"
"10/08/2024","7.0595","7.0507","7.0812","7.0484","","0.60%"
"10/07/2024","7.0176","7.0176","7.0176","7.0176","","0.00%"
"10/04/2024","7.0176","7.0176","7.0176","7.0176","","0.00%"
"10/03/2024","7.0176","7.0176","7.0176","7.0176","","0.00%"
"10/02/2024","7.0176","7.0176","7.0176","7.0176","","0.00%"
"10/01/2024","7.0176","7.0176","7.0176","7.0176","","0.00%"
"09/30/2024","7.0176","7.0157","7.0192","7.0114","","0.09%"
"09/27/2024","7.0110","7.0161","7.0192","7.0111","","0.01%"
"09/26/2024","7.0106","7.0313","7.0313","7.0109","","-0.30%"
"09/25/2024","7.0315","7.0211","7.0322","7.0161","","0.00%"
"09/24/2024","7.0318","7.0558","7.0634","7.0318","","-0.27%"
"09/23/2024","7.0508","7.0462","7.0608","7.0446","","0.00%"
"09/20/2024","7.0505","7.0588","7.0627","7.0427","","-0.24%"
"09/19/2024","7.0675","7.1034","7.1090","7.0604","","-0.19%"
"09/18/2024","7.0812","7.0956","7.1000","7.0791","","-0.17%"
"09/17/2024","7.0930","7.0930","7.0930","7.0930","","0.00%"
"09/16/2024","7.0930","7.0930","7.0930","7.0930","","0.00%"
"09/13/2024","7.0930","7.1074","7.1114","7.0904","","-0.34%"
"09/12/2024","7.1172","7.1230","7.1245","7.1158","","-0.03%"
"09/11/2024","7.1192","7.1224","7.1224","7.1077","","-0.02%"
"09/10/2024","7.1205","7.1186","7.1253","7.1172","","0.10%"
"09/09/2024","7.1133","7.1075","7.1171","7.1061","","0.36%"
"09/06/2024","7.0876","7.0874","7.0965","7.0816","","-0.06%"
"09/05/2024","7.0921","7.1013","7.1036","7.0880","","-0.28%"
"09/04/2024","7.1119","7.1132","7.1177","7.1073","","-0.13%"
"09/03/2024","7.1209","7.1196","7.1252","7.1142","","0.05%"
"09/02/2024","7.1170","7.0971","7.1192","7.0957","","0.38%"
"08/30/2024","7.0900","7.0915","7.1014","7.0849","","-0.10%"
"08/29/2024","7.0972","7.1289","7.1315","7.0916","","-0.38%"
"08/28/2024","7.1245","7.1240","7.1353","7.1222","","0.00%"
"08/27/2024","7.1244","7.1253","7.1318","7.1210","","0.04%"
"08/26/2024","7.1212","7.1146","7.1242","7.1139","","-0.04%"
"08/23/2024","7.1244","7.1441","7.1470","7.1206","","-0.27%"
"08/22/2024","7.1440","7.1326","7.1456","7.1308","","0.13%"
"08/21/2024","7.1344","7.1325","7.1388","7.1262","","0.03%"
"08/20/2024","7.1320","7.1337","7.1502","7.1316","","-0.10%"
"08/19/2024","7.1393","7.1493","7.1561","7.1319","","-0.35%"
"08/16/2024","7.1644","7.1781","7.1789","7.1617","","-0.13%"
"08/15/2024","7.1734","7.1609","7.1770","7.1536","","0.49%"
"08/14/2024","7.1382","7.1473","7.1541","7.1354","","-0.24%"
"08/13/2024","7.1551","7.1797","7.1827","7.1530","","-0.27%"
"08/12/2024","7.1744","7.1733","7.1826","7.1714","","0.12%"
"08/09/2024","7.1660","7.1778","7.1793","7.1643","","-0.12%"
"08/08/2024","7.1747","7.1777","7.1798","7.1558","","-0.02%"
"08/07/2024","7.1760","7.1714","7.1866","7.1714","","0.28%"
"08/06/2024","7.1563","7.1616","7.1616","7.1421","","0.37%"
"08/05/2024","7.1300","7.1507","7.1561","7.1160","","-0.42%"
"08/02/2024","7.1600","7.2445","7.2467","7.1569","","-1.16%"
"08/01/2024","7.2441","7.2125","7.2486","7.2099","","0.34%"
"07/31/2024","7.2193","7.2291","7.2402","7.2151","","-0.44%"
"07/30/2024","7.2511","7.2634","7.2649","7.2479","","-0.12%"
"07/29/2024","7.2597","7.2529","7.2607","7.2512","","0.13%"
"07/26/2024","7.2502","7.2410","7.2549","7.2309","","0.27%"
"07/25/2024","7.2310","7.2617","7.2639","7.2109","","-0.43%"
"07/24/2024","7.2625","7.2755","7.2775","7.2627","","-0.17%"
"07/23/2024","7.2748","7.2730","7.2748","7.2727","","0.02%"
"07/22/2024","7.2736","7.2736","7.2740","7.2708","","0.06%"
"07/19/2024","7.2695","7.2661","7.2698","7.2652","","0.13%"
"07/18/2024","7.2600","7.2569","7.2616","7.2524","","-0.01%"
"07/17/2024","7.2607","7.2690","7.2691","7.2526","","-0.11%"
"07/16/2024","7.2685","7.2645","7.2687","7.2645","","0.13%"
"07/15/2024","7.2592","7.2614","7.2639","7.2581","","0.13%"
"07/12/2024","7.2500","7.2607","7.2650","7.2491","","-0.10%"
"07/11/2024","7.2576","7.2748","7.2750","7.2496","","-0.25%"
"07/10/2024","7.2759","7.2749","7.2762","7.2749","","0.05%"
"07/09/2024","7.2725","7.2710","7.2726","7.2710","","0.06%"
"07/08/2024","7.2683","7.2667","7.2702","7.2667","","0.00%"
"07/05/2024","7.2680","7.2660","7.2698","7.2653","","0.02%"
"07/04/2024","7.2668","7.2705","7.2717","7.2677","","-0.04%"
"07/03/2024","7.2699","7.2726","7.2736","7.2682","","-0.02%"
"07/02/2024","7.2712","7.2701","7.2714","7.2701","","0.04%"
"07/01/2024","7.2683","7.2673","7.2684","7.2670","","0.02%"
"06/28/2024","7.2672","7.2675","7.2682","7.2624","","-0.02%"
"06/27/2024","7.2688","7.2673","7.2689","7.2670","","0.03%"
"06/26/2024","7.2666","7.2649","7.2667","7.2649","","0.05%"
"06/25/2024","7.2629","7.2607","7.2629","7.2586","","0.06%"
"06/24/2024","7.2586","7.2611","7.2618","7.2575","","-0.03%"
"06/21/2024","7.2609","7.2601","7.2613","7.2600","","0.01%"
"06/20/2024","7.2604","7.2592","7.2604","7.2589","","0.05%"
"06/19/2024","7.2569","7.2554","7.2573","7.2553","","0.04%"
"06/18/2024","7.2543","7.2553","7.2564","7.2543","","-0.02%"
"06/17/2024","7.2561","7.2547","7.2562","7.2538","","0.01%"
"06/14/2024","7.2557","7.2544","7.2562","7.2540","","0.05%"
"06/13/2024","7.2522","7.2483","7.2527","7.2483","","0.20%"
"06/12/2024","7.2380","7.2530","7.2538","7.2393","","-0.23%"
"06/11/2024","7.2544","7.2519","7.2545","7.2518","","0.10%"
"06/10/2024","7.2475","7.2475","7.2475","7.2475","","0.00%"
"06/07/2024","7.2475","7.2448","7.2477","7.2401","","0.04%"
"06/06/2024","7.2447","7.2457","7.2474","7.2425","","-0.04%"
"06/05/2024","7.2476","7.2424","7.2477","7.2424","","0.11%"
"06/04/2024","7.2393","7.2422","7.2463","7.2365","","-0.04%"
"06/03/2024","7.2420","7.2437","7.2469","7.2420","","0.01%"
"05/31/2024","7.2415","7.2343","7.2445","7.2340","","0.13%"
"05/30/2024","7.2318","7.2490","7.2497","7.2326","","-0.24%"
"05/29/2024","7.2489","7.2477","7.2495","7.2470","","0.06%"
"05/28/2024","7.2448","7.2452","7.2471","7.2445","","0.01%"
"05/27/2024","7.2440","7.2428","7.2454","7.2428","","0.02%"
"05/24/2024","7.2425","7.2443","7.2456","7.2422","","0.01%"
"05/23/2024","7.2415","7.2427","7.2453","7.2392","","0.01%"
"05/22/2024","7.2409","7.2391","7.2413","7.2376","","0.05%"
"05/21/2024","7.2376","7.2396","7.2418","7.2334","","0.04%"
"05/20/2024","7.2344","7.2294","7.2351","7.2288","","0.15%"
"05/17/2024","7.2234","7.2257","7.2274","7.2175","","0.07%"
"05/16/2024","7.2181","7.2096","7.2197","7.2078","","-0.01%"
"05/15/2024","7.2190","7.2333","7.2347","7.2147","","-0.19%"
"05/14/2024","7.2330","7.2354","7.2379","7.2301","","0.01%"
"05/13/2024","7.2326","7.2310","7.2358","7.2310","","0.09%"
"05/10/2024","7.2261","7.2242","7.2268","7.2229","","0.09%"
"05/09/2024","7.2198","7.2252","7.2269","7.2208","","-0.06%"
"05/08/2024","7.2241","7.2221","7.2283","7.2221","","0.08%"
"05/07/2024","7.2181","7.2168","7.2193","7.2142","","0.14%"
"05/06/2024","7.2078","7.2089","7.2167","7.2050","","-0.45%"
"05/03/2024","7.2401","7.2401","7.2401","7.2401","","0.00%"
"05/02/2024","7.2401","7.2401","7.2401","7.2401","","0.00%"
"05/01/2024","7.2401","7.2401","7.2401","7.2401","","0.00%"
"04/30/2024","7.2401","7.2386","7.2445","7.2382","","0.11%"
"04/29/2024","7.2318","7.2457","7.2467","7.2316","","-0.20%"
"04/26/2024","7.2464","7.2435","7.2471","7.2435","","0.10%"
"04/25/2024","7.2393","7.2458","7.2473","7.2385","","-0.09%"
"04/24/2024","7.2460","7.2442","7.2462","7.2434","","0.02%"
"04/23/2024","7.2448","7.2446","7.2472","7.2440","","0.02%"
"04/22/2024","7.2430","7.2407","7.2439","7.2407","","0.04%"
"04/19/2024","7.2403","7.2396","7.2429","7.2386","","0.03%"
"04/18/2024","7.2382","7.2347","7.2397","7.2332","","0.00%"
"04/17/2024","7.2384","7.2366","7.2404","7.2339","","0.02%"
"04/16/2024","7.2370","7.2405","7.2405","7.2329","","-0.01%"
"04/15/2024","7.2378","7.2368","7.2387","7.2365","","0.01%"
"04/12/2024","7.2371","7.2358","7.2376","7.2358","","0.00%"
"04/11/2024","7.2373","7.2359","7.2374","7.2345","","0.05%"
"04/10/2024","7.2340","7.2326","7.2347","7.2278","","0.03%"
"04/09/2024","7.2316","7.2334","7.2345","7.2291","","0.01%"
"04/08/2024","7.2306","7.2285","7.2343","7.2281","","-0.03%"
"04/05/2024","7.2330","7.2330","7.2330","7.2330","","0.00%"
"04/04/2024","7.2330","7.2330","7.2330","7.2330","","0.00%"
"04/03/2024","7.2330","7.2334","7.2361","7.2331","","0.01%"
"04/02/2024","7.2320","7.2312","7.2361","7.2302","","0.02%"
"04/01/2024","7.2305","7.2249","7.2309","7.2249","","0.14%"
"03/29/2024","7.2203","7.2261","7.2283","7.2193","","-0.08%"
"03/28/2024","7.2262","7.2263","7.2305","7.2224","","-0.01%"
"03/27/2024","7.2270","7.2187","7.2291","7.2187","","0.13%"
"03/26/2024","7.2176","7.2090","7.2208","7.2084","","0.10%"
"03/25/2024","7.2102","7.2081","7.2140","7.1949","","-0.26%"
"03/22/2024","7.2293","7.1995","7.2304","7.1995","","0.42%"
"03/21/2024","7.1993","7.1952","7.1996","7.1947","","0.00%"
"03/20/2024","7.1992","7.1988","7.1996","7.1979","","0.00%"
"03/19/2024","7.1991","7.1981","7.1996","7.1975","","0.01%"
"03/18/2024","7.1981","7.1980","7.1986","7.1962","","0.04%"
"03/15/2024","7.1954","7.1954","7.1969","7.1945","","0.03%"
"03/14/2024","7.1932","7.1894","7.1947","7.1885","","0.10%"
"03/13/2024","7.1861","7.1838","7.1953","7.1838","","0.08%"
"03/12/2024","7.1800","7.1780","7.1816","7.1716","","-0.03%"
"03/11/2024","7.1820","7.1890","7.1923","7.1798","","-0.05%"
"03/08/2024","7.1855","7.1911","7.1943","7.1837","","-0.10%"
"03/07/2024","7.1926","7.1950","7.1989","7.1928","","-0.06%"
"03/06/2024","7.1971","7.1980","7.1995","7.1973","","0.01%"
"03/05/2024","7.1965","7.1983","7.1994","7.1936","","-0.03%"
"03/04/2024","7.1987","7.1968","7.1995","7.1961","","0.04%"
"03/01/2024","7.1960","7.1934","7.1993","7.1933","","0.12%"
"02/29/2024","7.1877","7.1971","7.1971","7.1880","","-0.14%"
"02/28/2024","7.1976","7.1980","7.1995","7.1978","","0.00%"
"02/27/2024","7.1977","7.1976","7.1988","7.1961","","0.01%"
"02/26/2024","7.1971","7.1964","7.1986","7.1959","","0.03%"
"02/23/2024","7.1952","7.1942","7.1993","7.1901","","0.01%"
"02/22/2024","7.1944","7.1897","7.1947","7.1859","","0.07%"
"02/21/2024","7.1891","7.1968","7.1970","7.1782","","-0.02%"
"02/20/2024","7.1905","7.1968","7.1986","7.1907","","-0.10%"
"02/19/2024","7.1975","7.1938","7.1987","7.1937","","0.06%"
"02/16/2024","7.1929","7.1929","7.1929","7.1929","","0.00%"
"02/15/2024","7.1929","7.1929","7.1929","7.1929","","0.00%"
"02/14/2024","7.1929","7.1929","7.1929","7.1929","","0.00%"
"02/13/2024","7.1929","7.1929","7.1929","7.1929","","0.00%"
"02/12/2024","7.1929","7.1929","7.1929","7.1929","","0.00%"
"02/09/2024","7.1929","7.1943","7.1974","7.1916","","-0.05%"
"02/08/2024","7.1965","7.1904","7.1969","7.1901","","0.03%"
"02/07/2024","7.1942","7.1888","7.1954","7.1824","","0.05%"
"02/06/2024","7.1908","7.1951","7.1979","7.1874","","-0.10%"
"02/05/2024","7.1982","7.1958","7.1986","7.1940","","0.09%"
"02/02/2024","7.1920","7.1773","7.1930","7.1765","","0.17%"
"02/01/2024","7.1799","7.1789","7.1844","7.1764","","0.18%"
"01/31/2024","7.1673","7.1787","7.1828","7.1677","","-0.11%"
"01/30/2024","7.1755","7.1771","7.1796","7.1746","","-0.06%"
"01/29/2024","7.1799","7.1792","7.1833","7.1764","","0.05%"
"01/26/2024","7.1763","7.1750","7.1826","7.1711","","0.10%"
"01/25/2024","7.1690","7.1528","7.1726","7.1528","","0.24%"
"01/24/2024","7.1515","7.1698","7.1759","7.1439","","-0.29%"
"01/23/2024","7.1720","7.1914","7.1936","7.1634","","-0.28%"
"01/22/2024","7.1920","7.1926","7.1973","7.1909","","-0.02%"
"01/19/2024","7.1931","7.1933","7.1965","7.1884","","-0.04%"
"01/18/2024","7.1961","7.1908","7.1972","7.1907","","0.00%"
"01/17/2024","7.1960","7.1931","7.1976","7.1897","","0.08%"
"01/16/2024","7.1902","7.1789","7.1943","7.1757","","0.27%"
"01/15/2024","7.1711","7.1802","7.1803","7.1662","","0.06%"
"01/12/2024","7.1665","7.1663","7.1699","7.1586","","-0.01%"
"01/11/2024","7.1670","7.1685","7.1693","7.1551","","-0.06%"
"01/10/2024","7.1711","7.1743","7.1771","7.1673","","0.04%"
"01/09/2024","7.1684","7.1568","7.1687","7.1563","","0.20%"
"01/08/2024","7.1540","7.1506","7.1640","7.1453","","0.20%"
"01/05/2024","7.1395","7.1698","7.1709","7.1389","","-0.27%"
"01/04/2024","7.1589","7.1550","7.1603","7.1468","","0.13%"
"01/03/2024","7.1497","7.1460","7.1536","7.1403","","0.10%"
"01/02/2024","7.1426","7.1087","7.1446","7.1085","","0.63%"
"01/01/2024","7.0978","7.0978","7.0978","7.0978","","0.00%"
"12/29/2023","7.0978","7.0880","7.1135","7.0880","","-0.14%"
"12/28/2023","7.1080","7.1311","7.1311","7.0988","","-0.46%"
"12/27/2023","7.1405","7.1456","7.1498","7.1410","","-0.04%"
"12/26/2023","7.1432","7.1363","7.1469","7.1363","","0.10%"
"12/25/2023","7.1361","7.1340","7.1388","7.1305","","0.06%"
"12/22/2023","7.1315","7.1431","7.1509","7.1240","","-0.09%"
"12/21/2023","7.1381","7.1391","7.1494","7.1387","","0.04%"
"12/20/2023","7.1355","7.1252","7.1415","7.1252","","0.10%"
"12/19/2023","7.1287","7.1362","7.1473","7.1294","","-0.07%"
"12/18/2023","7.1335","7.1253","7.1361","7.1252","","0.22%"
"12/15/2023","7.1179","7.1201","7.1259","7.0978","","0.13%"
"12/14/2023","7.1088","7.1339","7.1385","7.1041","","-0.89%"
"12/13/2023","7.1725","7.1796","7.1859","7.1729","","-0.04%"
"12/12/2023","7.1755","7.1741","7.1787","7.1666","","0.00%"
"12/11/2023","7.1755","7.1763","7.1883","7.1760","","0.15%"
"12/08/2023","7.1645","7.1512","7.1672","7.1505","","0.20%"
"12/07/2023","7.1505","7.1600","7.1617","7.1482","","-0.12%"
"12/06/2023","7.1590","7.1564","7.1597","7.1546","","0.18%"
"12/05/2023","7.1463","7.1416","7.1497","7.1413","","0.05%"
"12/04/2023","7.1424","7.1275","7.1430","7.1275","","0.05%"
"12/01/2023","7.1386","7.1350","7.1472","7.1280","","0.04%"
"11/30/2023","7.1360","7.1372","7.1398","7.1189","","0.08%"
"11/29/2023","7.1300","7.1192","7.1309","7.1184","","-0.23%"
"11/28/2023","7.1463","7.1532","7.1544","7.1463","","-0.09%"
"11/27/2023","7.1528","7.1426","7.1572","7.1420","","0.06%"
"11/24/2023","7.1488","7.1430","7.1554","7.1427","","0.05%"
"11/23/2023","7.1455","7.1522","7.1540","7.1365","","-0.13%"
"11/22/2023","7.1550","7.1363","7.1565","7.1363","","0.28%"
"11/21/2023","7.1352","7.1387","7.1425","7.1266","","-0.46%"
"11/20/2023","7.1680","7.1995","7.2073","7.1638","","-0.60%"
"11/17/2023","7.2111","7.2425","7.2490","7.2043","","-0.43%"
"11/16/2023","7.2422","7.2525","7.2616","7.2420","","-0.06%"
